scraped_at,Competition Name,Price (£),Total Tickets,Sold Tickets,Sold Percentage (%),Total Sold Value (£)
2026-07-19 20:40:16,WIN 4 DOZEN PROV1X #89,0.75,699,107,15.0,80.25
2026-07-19 20:40:16,WIN TAYLORMADE MG5 CHARCOAL WEDGES #53,0.17,6599,274,4.0,46.58
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #36,2.5,299,2,1.0,5.0
2026-07-19 20:40:16,WIN 2026 PING G440K DRIVER #36,0.75,1699,50,3.0,37.5
2026-07-19 20:40:16,WIN 1000 TICKETS INTO TAYLORMADE £10K BUNDLE #1,0.22,2499,346,14.0,76.12
2026-07-19 20:40:16,WIN 2026 PING G440 £3K MEGA BUNDLE #27,2.75,2599,80,3.0,220.0
2026-07-19 20:40:16,"WIN 2026 TAYLORMADE QI4D WOODS (DRIVER, FW, HYBRID) #68",0.7,3499,74,2.0,51.8
2026-07-19 20:40:16,WIN 2026 TITLEIST SHORT GAME CHROME BUNDLE #9,0.25,8999,150,2.0,37.5
2026-07-19 20:40:16,WIN TAYLORMADE P790 IRONS (5-PW) #289,3.75,599,9,2.0,33.75
2026-07-19 20:40:16,WIN POWAKADDY FX1 ELECTRIC TROLLEY #126,0.66,1999,126,6.0,83.16
2026-07-19 20:40:16,WIN NEW 2026 DRIVER #420,2.55,469,4,1.0,10.2
2026-07-19 20:40:16,WIN NEW 2026 DRIVER #419,0.65,1849,8,1.0,5.2
2026-07-19 20:40:16,WIN NEW 2026 DRIVER #418,0.1,11999,167,1.0,16.7
2026-07-19 20:40:16,WIN 2026 VOKEY SM11 JET BLACK WEDGES #52,1.72,699,6,1.0,10.32
2026-07-19 20:40:16,WIN CALLAWAY OPUS SP BRUSHED CHROME WEDGES #10,0.45,2499,41,2.0,18.45
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #28,0.25,2999,28,1.0,7.0
2026-07-19 20:40:16,WIN TAYLORMADE SPIDER 5K ZT PUTTER #84,0.75,1499,16,1.0,12.0
2026-07-19 20:40:16,WIN 2026 LAB VZN.1I PUTTER #4,3.75,329,30,9.0,112.5
2026-07-19 20:40:16,WIN TAYLORMADE P SERIES UDI #18,0.44,1199,146,12.0,64.24
2026-07-19 20:40:16,WIN GARMIN S44 GPS #108,3.25,259,30,12.0,97.5
2026-07-19 20:40:16,WIN SHOTSCOPE PRO L5 RANGEFINDER #7,0.65,899,134,15.0,87.1
2026-07-19 20:40:16,WIN OGIO FUSE STAND #16,0.35,1499,118,8.0,41.3
2026-07-19 20:40:16,WIN 4 DOZEN TAYLORMADE TP5 PIX #27,0.85,599,91,15.0,77.35
2026-07-19 20:40:16,WIN 1000 TICKETS INTO ASTON MARTIN COMP #8,3.75,225,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 TITLEIST GTS DRIVER #16,0.39,3099,33,1.0,12.87
2026-07-19 20:40:16,WIN TAYLORMADE MG5 CHROME WEDGES #93,0.17,6599,24,1.0,4.08
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #29,0.25,2999,1,1.0,0.25
2026-07-19 20:40:16,WIN L.A.B DF3 #67,3.75,299,2,1.0,7.5
2026-07-19 20:40:16,WIN TAG HEUER CONNECTED CALIBRE E5 X TAYLORMADE EDITION #5,0.33,14999,824,5.0,271.92
2026-07-19 20:40:16,WIN 2026 TAYLORMADE QI4D WOODS & P790 IRONS #48,0.37,11999,86,1.0,31.82
2026-07-19 20:40:16,WIN NAVEE BIRDIE 3 REMOTE #36,3.75,499,11,2.0,41.25
2026-07-19 20:40:16,WIN TITLEIST T SERIES IRONS 5-PW #58,0.12,19999,319,2.0,38.28
2026-07-19 20:40:16,WIN NEW 2026 DRIVER #422,2.55,469,0,0.0,0.0
2026-07-19 20:40:16,WIN NEW 2026 DRIVER #421,0.65,1849,3,1.0,1.95
2026-07-19 20:40:16,WIN 2026 CALLAWAY QUANTUM MINI DRIVER #22,0.15,6999,42,1.0,6.3
2026-07-19 20:40:16,WIN TAYLORMADE MG5 CHARCOAL WEDGES #54,0.55,2199,2,1.0,1.1
2026-07-19 20:40:16,WIN 2026 VOKEY SM11 CHROME WEDGES #53,3.75,329,0,0.0,0.0
2026-07-19 20:40:16,WIN SCOTTY CAMERON STUDIO STYLE #137,0.27,3999,2,1.0,0.54
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #37,3.75,199,3,2.0,11.25
2026-07-19 20:40:16,WIN SHOTSCOPE LM1 LAUNCH MONITOR #36,1.75,349,2,1.0,3.5
2026-07-19 20:40:16,WIN J LINDEBERG PLAYER PRINT FOREST STAND BAG #2,0.17,5399,33,1.0,5.61
2026-07-19 20:40:16,WIN 4 DOZEN PROV1 GOLF BALLS #104,0.85,549,15,3.0,12.75
2026-07-19 20:40:16,WIN 2026 TAYLORMADE QI4D DRIVER #51,3.75,329,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #38,0.25,2999,62,2.0,15.5
2026-07-19 20:40:16,WIN SCOTTY CAMERON STUDIO STYLE #138,0.75,1499,3,1.0,2.25
2026-07-19 20:40:16,WIN 1000 TICKETS INTO TAYLORMADE £10K BUNDLE #2,2.2,249,4,2.0,8.8
2026-07-19 20:40:16,WIN 2026 TAYLORMADE QI4D £3K BUNDLE #40,0.33,21999,249,1.0,82.17
2026-07-19 20:40:16,WIN 2026 PING G440 K WOODS BUNDLE #49,0.69,3999,30,1.0,20.7
2026-07-19 20:40:16,WIN TAYLORMADE P790 IRONS (5-PW) #290,3.75,649,1,1.0,3.75
2026-07-19 20:40:16,WIN POWAKADDY FX1 ELECTRIC TROLLEY #127,0.15,8999,331,4.0,49.65
2026-07-19 20:40:16,WIN NEW 2026 DRIVER #424,3.75,329,1,1.0,3.75
2026-07-19 20:40:16,WIN NEW 2026 DRIVER #423,0.65,1849,1,1.0,0.65
2026-07-19 20:40:16,WIN 2026 VOKEY SM11 NICKEL WEDGES #53,0.22,5399,15,1.0,3.3
2026-07-19 20:40:16,WIN TAYLORMADE MG5 CHROME WEDGES #94,3.75,299,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #30,2.5,299,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 ODYSSEY DAMASCUS MILLED #14,0.35,3099,178,6.0,62.3
2026-07-19 20:40:16,WIN TAYLORMADE SPIDER 5K ZT PUTTER #86,0.75,1499,2,1.0,1.5
2026-07-19 20:40:16,WIN TITLEIST U505 UTILITY #2,0.88,599,4,1.0,3.52
2026-07-19 20:40:16,WIN SHOTSCOPE LM1 LAUNCH MONITOR #37,0.18,3499,334,10.0,60.12
2026-07-19 20:40:16,WIN BUSHNELL TOUR V7 SHIFT #36,0.37,2799,12,1.0,4.44
2026-07-19 20:40:16,WIN GARMIN S44 GPS #109,3.25,259,4,2.0,13.0
2026-07-19 20:40:16,WIN 2026 CALLAWAY QUANTUM STAFF STAND #5,0.17,5399,105,2.0,17.85
2026-07-19 20:40:16,WIN 4 DOZEN PROV1X #90,0.75,699,18,3.0,13.5
2026-07-19 20:40:16,WIN 2026 TAYLORMADE QI4D SHADOWFALL DRIVER #14,3.75,399,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #31,0.5,1499,0,0.0,0.0
2026-07-19 20:40:16,WIN TAYLORMADE MG5 CHROME WEDGES #95,3.75,299,0,0.0,0.0
2026-07-19 20:40:16,WIN 1000 TICKETS INTO ASTON MARTIN COMP #9,0.37,2299,4,1.0,1.48
2026-07-19 20:40:16,WIN 2026 TITLEIST GTS £3K MEGA BUNDLE #13,0.33,21999,79,1.0,26.07
2026-07-19 20:40:16,"WIN 2026 TAYLORMADE QI4D WOODS (DRIVER, FW, HYBRID) #69",0.7,3499,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SHORT GAME BUNDLE #5,3.75,499,0,0.0,0.0
2026-07-19 20:40:16,WIN TAYLORMADE P790 IRONS (5-PW) #291,0.66,3499,1,1.0,0.66
2026-07-19 20:40:16,WIN 2026 MOTOCADDY M7 REMOTE TROLLEY #1,0.35,7499,243,3.0,85.05
2026-07-19 20:40:16,WIN NEW 2026 DRIVER #426,1.75,699,0,0.0,0.0
2026-07-19 20:40:16,WIN NEW 2026 DRIVER #425,0.33,3599,1,1.0,0.33
2026-07-19 20:40:16,WIN 2026 VOKEY SM11 CHROME WEDGES #54,3.75,329,0,0.0,0.0
2026-07-19 20:40:16,WIN TAYLORMADE MG5 CHARCOAL WEDGES #55,0.15,7999,19,1.0,2.85
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #39,3.75,199,1,1.0,3.75
2026-07-19 20:40:16,WIN NEW SCOTTY CAMERON PHANTOM 3.2 PUTTER #1,0.15,7999,130,2.0,19.5
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SPIDER 5K ZT MAX PUTTER #1,0.75,1499,1,1.0,0.75
2026-07-19 20:40:16,WIN GARMIN R10 LAUNCH MONITOR #9,0.12,9999,163,2.0,19.56
2026-07-19 20:40:16,WIN SHOTSCOPE LM1 LAUNCH MONITOR #38,0.18,3499,75,2.0,13.5
2026-07-19 20:40:16,WIN 4 DOZEN TAYLORMADE TP5 PIX #28,0.85,599,5,1.0,4.25
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #41,0.25,2999,1,1.0,0.25
2026-07-19 20:40:16,WIN 2026 TITLEIST GTS DRIVER #18,0.39,3099,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 VOKEY SM11 JET BLACK WEDGES #53,3.75,329,0,0.0,0.0
2026-07-19 20:40:16,WIN 1000 TICKETS INTO TAYLORMADE £10K BUNDLE #3,0.22,2499,5,1.0,1.1
2026-07-19 20:40:16,WIN TAG HEUER CONNECTED CALIBRE E5 X TAYLORMADE EDITION #6,0.66,7499,23,1.0,15.18
2026-07-19 20:40:16,WIN 2026 TAYLORMADE QI4D WOODS & P790 IRONS #49,0.37,11999,21,1.0,7.77
2026-07-19 20:40:16,WIN NAVEE BIRDIE 3 REMOTE #36,0.22,8999,105,1.0,23.1
2026-07-19 20:40:16,WIN TITLEIST T SERIES IRONS 5-PW #60,0.12,19999,15,1.0,1.8
2026-07-19 20:40:16,WIN NEW 2026 DRIVER #428,3.75,329,0,0.0,0.0
2026-07-19 20:40:16,WIN NEW 2026 DRIVER #427,0.1,11999,2,1.0,0.2
2026-07-19 20:40:16,WIN TAYLORMADE R7 QUAD MINI DRIVER #24,0.37,2499,41,2.0,15.17
2026-07-19 20:40:16,WIN CALLAWAY OPUS SP BLACK SHADOW WEDGES #18,0.45,2499,0,0.0,0.0
2026-07-19 20:40:16,WIN TAYLORMADE MG5 CHROME WEDGES #96,3.75,299,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #32,3.75,199,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #40,0.25,2999,23,1.0,5.75
2026-07-19 20:40:16,WIN 2026 ODYSSEY AI DUAL SQ2SQ JAILBIRD #23,0.22,3299,24,1.0,5.28
2026-07-19 20:40:16,WIN GARMIN Z30 RANGEFINDER #15,0.66,1249,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 TAYLORMADE QI4D STAFF STAND #8,0.34,2699,38,1.0,12.92
2026-07-19 20:40:16,WIN 4 DOZEN TAYLORMADE TP5 STRIPE #7,0.8,799,12,2.0,9.6
2026-07-19 20:40:16,WIN 1000 TICKETS INTO TAYLORMADE £10K BUNDLE #4,0.22,2499,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #42,0.25,2999,0,0.0,0.0
2026-07-19 20:40:16,WIN 1000 TICKETS INTO TAYLORMADE £10K BUNDLE #5,2.5,219,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 TAYLORMADE QI4D DRIVER #52,3.75,329,0,0.0,0.0
2026-07-19 20:40:16,WIN £10K TAYLORMADE MEGA BUNDLE #1,0.55,39999,0,0.0,0.0
2026-07-19 20:40:16,WIN LTD EDITION TITLTIEST T150 BLACK VAPOR IRONS #1,0.2,19999,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 PING G440 K WOODS BUNDLE #50,3.75,749,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 TITLEIST SHORT GAME CHROME BUNDLE #10,0.25,8999,0,0.0,0.0
2026-07-19 20:40:16,WIN POWAKADDY RX REMOTE #11,0.33,6999,0,0.0,0.0
2026-07-19 20:40:16,WIN TAYLORMADE P790 IRONS (5-PW) #292,0.69,3499,0,0.0,0.0
2026-07-19 20:40:16,WIN NEW 2026 DRIVER #430,3.75,329,0,0.0,0.0
2026-07-19 20:40:16,WIN NEW 2026 DRIVER #429,0.07,16999,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 CALLAWAY QUANTUM MINI DRIVER #23,0.15,6999,0,0.0,0.0
2026-07-19 20:40:16,WIN TAYLORMADE MG5 CHROME WEDGES #97,0.85,1299,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 VOKEY SM11 NICKEL WEDGES #54,3.75,329,0,0.0,0.0
2026-07-19 20:40:16,WIN NEW SCOTTY CAMERON PHANTOM 3.2 PUTTER #2,0.15,7999,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #43,2.5,299,0,0.0,0.0
2026-07-19 20:40:16,WIN CUSTOM L.A.B DF3 ORANGE #5,3.55,339,0,0.0,0.0
2026-07-19 20:40:16,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #33,0.25,2999,0,0.0,0.0
2026-07-19 20:40:16,WIN BUSHNELL TOUR V7 SHIFT #37,3.7,279,0,0.0,0.0
2026-07-19 20:40:16,WIN SHOTSCOPE LM1 LAUNCH MONITOR #39,1.75,349,0,0.0,0.0
2026-07-19 20:40:16,WIN 4 DOZEN PROV1 GOLF BALLS #105,0.85,549,0,0.0,0.0
2026-07-22 20:59:19,HUGE JULY INSTANT WIN – 4000 INSTANT WIN PRIZES WORTH £400K #1,2.75,299999,40245,13.0,110673.75
2026-07-22 20:59:19,"WIN ASTON MARTIN DB11 4.0 V8 OR £70,000 TAX FREE CASH #1",0.79,205999,58065,28.0,45871.35
2026-07-22 20:59:19,THE BIG CLEARANCE INSTANT WIN COMP – 50% OFF – £250K WORTH OF PRIZES #1,0.95,399999,129480,32.0,123006.0
2026-07-22 20:59:19,WIN 2026 TAYLORMADE QI4D DRIVER #51,3.75,329,25,8.0,93.75
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #38,0.25,2999,1289,43.0,322.25
2026-07-22 20:59:19,WIN SCOTTY CAMERON STUDIO STYLE #138,0.75,1499,181,12.0,135.75
2026-07-22 20:59:19,WIN 1000 TICKETS INTO TAYLORMADE £10K BUNDLE #2,2.2,249,84,34.0,184.8
2026-07-22 20:59:19,WIN 2026 TAYLORMADE QI4D £3K BUNDLE #40,0.33,21999,2401,11.0,792.33
2026-07-22 20:59:19,WIN 2026 PING G440 K WOODS BUNDLE #49,0.69,3999,301,8.0,207.69
2026-07-22 20:59:19,WIN TAYLORMADE P790 IRONS (5-PW) #290,3.75,649,43,7.0,161.25
2026-07-22 20:59:19,WIN POWAKADDY FX1 ELECTRIC TROLLEY #127,0.15,8999,2656,30.0,398.4
2026-07-22 20:59:19,WIN NEW 2026 DRIVER #424,3.75,329,29,9.0,108.75
2026-07-22 20:59:19,WIN NEW 2026 DRIVER #423,0.65,1849,72,4.0,46.8
2026-07-22 20:59:19,WIN 2026 VOKEY SM11 NICKEL WEDGES #53,0.22,5399,574,11.0,126.28
2026-07-22 20:59:19,WIN TAYLORMADE MG5 CHROME WEDGES #94,3.75,299,15,5.0,56.25
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #30,2.5,299,27,9.0,67.5
2026-07-22 20:59:19,WIN 2026 ODYSSEY DAMASCUS MILLED #14,0.35,3099,338,11.0,118.3
2026-07-22 20:59:19,WIN TAYLORMADE SPIDER 5K ZT PUTTER #86,0.75,1499,54,4.0,40.5
2026-07-22 20:59:19,WIN TITLEIST U505 UTILITY #2,0.88,599,62,10.0,54.56
2026-07-22 20:59:19,WIN SHOTSCOPE LM1 LAUNCH MONITOR #37,0.18,3499,543,16.0,97.74
2026-07-22 20:59:19,WIN BUSHNELL TOUR V7 SHIFT #36,0.37,2799,53,2.0,19.61
2026-07-22 20:59:19,WIN GARMIN S44 GPS #109,3.25,259,19,7.0,61.75
2026-07-22 20:59:19,WIN 2026 CALLAWAY QUANTUM STAFF STAND #5,0.17,5399,459,9.0,78.03
2026-07-22 20:59:19,WIN 4 DOZEN PROV1X #90,0.75,699,107,15.0,80.25
2026-07-22 20:59:19,FREE TO PLAY: WIN 2026 DRIVER #1,0.0,9999,513,5.0,0.0
2026-07-22 20:59:19,WIN 2026 TAYLORMADE QI4D SHADOWFALL DRIVER #14,3.75,399,16,4.0,60.0
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #31,0.5,1499,8,1.0,4.0
2026-07-22 20:59:19,WIN TAYLORMADE MG5 CHROME WEDGES #95,3.75,299,0,0.0,0.0
2026-07-22 20:59:19,WIN 1000 TICKETS INTO ASTON MARTIN COMP #9,0.37,2299,80,3.0,29.6
2026-07-22 20:59:19,WIN 2026 TITLEIST GTS £3K MEGA BUNDLE #13,0.33,21999,298,1.0,98.34
2026-07-22 20:59:19,"WIN 2026 TAYLORMADE QI4D WOODS (DRIVER, FW, HYBRID) #69",0.7,3499,48,1.0,33.6
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SHORT GAME BUNDLE #5,3.75,499,0,0.0,0.0
2026-07-22 20:59:19,WIN TAYLORMADE P790 IRONS (5-PW) #291,0.66,3499,144,4.0,95.04
2026-07-22 20:59:19,WIN 2026 MOTOCADDY M7 REMOTE TROLLEY #1,0.35,7499,465,6.0,162.75
2026-07-22 20:59:19,WIN NEW 2026 DRIVER #426,1.75,699,10,1.0,17.5
2026-07-22 20:59:19,WIN NEW 2026 DRIVER #425,0.33,3599,52,1.0,17.16
2026-07-22 20:59:19,WIN 2026 VOKEY SM11 CHROME WEDGES #54,3.75,329,2,1.0,7.5
2026-07-22 20:59:19,WIN TAYLORMADE MG5 CHARCOAL WEDGES #55,0.15,7999,282,4.0,42.3
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #39,3.75,199,1,1.0,3.75
2026-07-22 20:59:19,WIN NEW SCOTTY CAMERON PHANTOM 3.2 PUTTER #1,0.15,7999,532,7.0,79.8
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER 5K ZT MAX PUTTER #1,0.75,1499,5,1.0,3.75
2026-07-22 20:59:19,WIN GARMIN R10 LAUNCH MONITOR #9,0.12,9999,399,4.0,47.88
2026-07-22 20:59:19,WIN SHOTSCOPE LM1 LAUNCH MONITOR #38,0.18,3499,263,8.0,47.34
2026-07-22 20:59:19,WIN 4 DOZEN TAYLORMADE TP5 PIX #28,0.85,599,14,2.0,11.9
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #41,0.25,2999,20,1.0,5.0
2026-07-22 20:59:19,WIN 2026 TITLEIST GTS DRIVER #18,0.39,3099,11,1.0,4.29
2026-07-22 20:59:19,WIN 2026 VOKEY SM11 JET BLACK WEDGES #53,3.75,329,3,1.0,11.25
2026-07-22 20:59:19,WIN 1000 TICKETS INTO TAYLORMADE £10K BUNDLE #3,0.22,2499,116,5.0,25.52
2026-07-22 20:59:19,WIN TAG HEUER CONNECTED CALIBRE E5 X TAYLORMADE EDITION #6,0.66,7499,60,1.0,39.6
2026-07-22 20:59:19,WIN 2026 TAYLORMADE QI4D WOODS & P790 IRONS #49,0.37,11999,86,1.0,31.82
2026-07-22 20:59:19,WIN NAVEE BIRDIE 3 REMOTE #36,0.22,8999,122,1.0,26.84
2026-07-22 20:59:19,WIN TITLEIST T SERIES IRONS 5-PW #60,0.12,19999,123,1.0,14.76
2026-07-22 20:59:19,WIN NEW 2026 DRIVER #428,3.75,329,0,0.0,0.0
2026-07-22 20:59:19,WIN NEW 2026 DRIVER #427,0.1,11999,37,1.0,3.7
2026-07-22 20:59:19,WIN TAYLORMADE R7 QUAD MINI DRIVER #24,0.37,2499,75,3.0,27.75
2026-07-22 20:59:19,WIN CALLAWAY OPUS SP BLACK SHADOW WEDGES #18,0.45,2499,52,2.0,23.4
2026-07-22 20:59:19,WIN TAYLORMADE MG5 CHROME WEDGES #96,3.75,299,0,0.0,0.0
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #32,3.75,199,0,0.0,0.0
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #40,0.25,2999,42,1.0,10.5
2026-07-22 20:59:19,WIN 2026 ODYSSEY AI DUAL SQ2SQ JAILBIRD #23,0.22,3299,165,5.0,36.3
2026-07-22 20:59:19,WIN GARMIN Z30 RANGEFINDER #15,0.66,1249,4,1.0,2.64
2026-07-22 20:59:19,WIN 2026 TAYLORMADE QI4D STAFF STAND #8,0.34,2699,135,5.0,45.9
2026-07-22 20:59:19,WIN 4 DOZEN TAYLORMADE TP5 STRIPE #7,0.8,799,15,2.0,12.0
2026-07-22 20:59:19,WIN 1000 TICKETS INTO TAYLORMADE £10K BUNDLE #4,0.22,2499,109,4.0,23.98
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #42,0.25,2999,8,1.0,2.0
2026-07-22 20:59:19,WIN 1000 TICKETS INTO TAYLORMADE £10K BUNDLE #5,2.5,219,0,0.0,0.0
2026-07-22 20:59:19,WIN 2026 TAYLORMADE QI4D DRIVER #52,3.75,329,0,0.0,0.0
2026-07-22 20:59:19,WIN £10K TAYLORMADE MEGA BUNDLE #1,0.55,39999,1194,3.0,656.7
2026-07-22 20:59:19,WIN LTD EDITION TITLTIEST T150 BLACK VAPOR IRONS #1,0.2,19999,21,1.0,4.2
2026-07-22 20:59:19,WIN 2026 PING G440 K WOODS BUNDLE #50,3.75,749,3,1.0,11.25
2026-07-22 20:59:19,WIN 2026 TITLEIST SHORT GAME CHROME BUNDLE #10,0.25,8999,15,1.0,3.75
2026-07-22 20:59:19,WIN POWAKADDY RX REMOTE #11,0.33,6999,140,2.0,46.2
2026-07-22 20:59:19,WIN TAYLORMADE P790 IRONS (5-PW) #292,0.69,3499,2,1.0,1.38
2026-07-22 20:59:19,WIN NEW 2026 DRIVER #430,3.75,329,8,2.0,30.0
2026-07-22 20:59:19,WIN NEW 2026 DRIVER #429,0.07,16999,55,1.0,3.85
2026-07-22 20:59:19,WIN 2026 CALLAWAY QUANTUM MINI DRIVER #23,0.15,6999,0,0.0,0.0
2026-07-22 20:59:19,WIN TAYLORMADE MG5 CHROME WEDGES #97,0.85,1299,1,1.0,0.85
2026-07-22 20:59:19,WIN 2026 VOKEY SM11 NICKEL WEDGES #54,3.75,329,1,1.0,3.75
2026-07-22 20:59:19,WIN NEW SCOTTY CAMERON PHANTOM 3.2 PUTTER #2,0.15,7999,251,3.0,37.65
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #43,2.5,299,1,1.0,2.5
2026-07-22 20:59:19,WIN CUSTOM L.A.B DF3 ORANGE #5,3.55,339,2,1.0,7.1
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #33,0.25,2999,7,1.0,1.75
2026-07-22 20:59:19,WIN BUSHNELL TOUR V7 SHIFT #37,3.7,279,1,1.0,3.7
2026-07-22 20:59:19,WIN SHOTSCOPE LM1 LAUNCH MONITOR #39,1.75,349,3,1.0,5.25
2026-07-22 20:59:19,WIN 4 DOZEN PROV1 GOLF BALLS #105,0.85,549,2,1.0,1.7
2026-07-22 20:59:19,WIN 2025 ROLEX OYSTER PERPETUAL GREEN DIAL + CUSTOM SCOTTY CAMERON #6,0.65,29999,248,1.0,161.2
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR TORCHED PUTTER #34,3.75,199,0,0.0,0.0
2026-07-22 20:59:19,WIN 1000 TICKETS INTO ASTON MARTIN COMP #9,3.75,225,0,0.0,0.0
2026-07-22 20:59:19,WIN 2026 TITLEIST GTS DRIVER #19,0.39,3099,0,0.0,0.0
2026-07-22 20:59:19,WIN TAG HEUER CONNECTED CALIBRE E5 X TAYLORMADE EDITION #7,0.25,19999,17,1.0,4.25
2026-07-22 20:59:19,WIN 2026 TAYLORMADE QI4D WOODS & P790 IRONS #50,3.75,1199,1,1.0,3.75
2026-07-22 20:59:19,WIN 2026 CALLAWAY QUANTUM IRONS 5-PW #18,0.75,2499,10,1.0,7.5
2026-07-22 20:59:19,WIN NAVEE BIRDIE 3 REMOTE #37,0.22,8999,2,1.0,0.44
2026-07-22 20:59:19,WIN NEW 2026 DRIVER #432,2.55,469,0,0.0,0.0
2026-07-22 20:59:19,WIN NEW 2026 DRIVER #431,0.65,1849,0,0.0,0.0
2026-07-22 20:59:19,WIN TAYLORMADE MG5 CHARCOAL WEDGES #56,0.15,7999,14,1.0,2.1
2026-07-22 20:59:19,WIN 2026 VOKEY SM11 JET BLACK WEDGES #54,0.66,1799,3,1.0,1.98
2026-07-22 20:59:19,WIN TAYLORMADE SPIDER 5K ZT PUTTER #87,3.75,299,0,0.0,0.0
2026-07-22 20:59:19,WIN SCOTTY CAMERON STUDIO STYLE #139,1.33,799,1,1.0,1.33
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #43,0.25,2999,1,1.0,0.25
2026-07-22 20:59:19,WIN GARMIN Z30 RANGEFINDER #16,3.75,199,1,1.0,3.75
2026-07-22 20:59:19,WIN CALLAWAY FAIRWAY C HD BLACK CAMO STAND #8,0.35,1299,7,1.0,2.45
2026-07-22 20:59:19,WIN 4 DOZEN PROV1X #91,0.75,699,1,1.0,0.75
2026-07-22 20:59:19,WIN 2026 ODYSSEY DAMASCUS MILLED #15,0.35,3099,1,1.0,0.35
2026-07-22 20:59:19,WIN 2026 TAYLORMADE SPIDER TOUR X TORCHED PUTTER #44,2.5,299,1,1.0,2.5
2026-07-22 20:59:19,WIN 2026 TAYLORMADE QI4D DRIVER #53,3.75,329,0,0.0,0.0
2026-07-22 20:59:19,WIN 1000 TICKETS INTO ASTON MARTIN COMP #10,0.38,2250,1,1.0,0.38
2026-07-22 20:59:19,WIN 2026 PING G440 £3K MEGA BUNDLE #28,0.27,26999,269,1.0,72.63
2026-07-22 20:59:19,"WIN 2026 TAYLORMADE QI4D WOODS (DRIVER, FW, HYBRID) #70",0.7,3499,1,1.0,0.7
2026-07-22 20:59:19,WIN 2026 TITLEIST SHORT GAME CHROME BUNDLE #11,0.12,18999,1,1.0,0.12
2026-07-22 20:59:19,WIN TAYLORMADE P790 IRONS (5-PW) #293,3.75,599,0,0.0,0.0
2026-07-22 20:59:19,WIN POWAKADDY FX1 ELECTRIC TROLLEY #128,0.66,1999,1,1.0,0.66
2026-07-22 20:59:19,WIN NEW 2026 DRIVER #435,2.55,469,0,0.0,0.0
